tweet;Sentimento
"Operação de venda fechada com lucro de -130 pontos.
 
Comprando agora mini índice a 103475
 
#miniindice #ibov #daytrade https://t.co/viKhS8TWxQ";0
"CVM (⁦@cvmgovbr⁩) decide que fundadores da Linx (#LINX3) poderão votar sobre proposta da Stone.

Credenciadora de cartões disputa o controle da Linx, empresa de software para o varejo, com a Totvs.
 https://t.co/BUzNNYGG8I";1
Assista um vídeo sobre uma estratégia com robô Price Action Fechamento e Abertura de Velas para Operar Mini-Índice na Bolsa de Valores. Acesse mais informações na descrição do vídeo!;1
IBOV diário: pô, de novo aí?! (Fibo) 🤔 https://t.co/r1VpobctfK;1
"DI subindo, DOL subindo e IBOV subindo
WHO IS MENTINDO ?";2
"🤒Casos de #COVID19 voltam a assustar👻
#Ibovespa abriu em queda de 0,09%, e investidores agem com cautela por novas medidas de isolamento. Aéreas e bancos já operam em queda. Acompanhe o mercado em tempo real no Guru App.
#fintwit #ações #ibov #b3 #invest
https://t.co/Ajrw2WlMRs";0
"IBOVESPA TEM ALTA DE 2%; DÓLAR AVANÇA, COTADO A R$ 5,49.
https://t.co/BJf8zyUzQh
#spacemoney #spacenow #IBOV #dolfut";2
"Veja o convite do nosso painelista Guillaume Légaré - Diretor da Bolsa de Valores de Toronto (TMX Group) que irá participar do painel Atração de Investimentos nos Estados Mineradores no dia  26/11 às 15h30.
As inscrições são Gratuitas: https://t.co/asPz8ZotDA

#EXPOSIBRAM2020 https://t.co/99Bj641w1k";1
"Ironia do destino é você questionar acúmulo de capital e depois deixar de ganhar 17k em 2 horas pq caiu o serviço de uma empresa listada em Bolsa de Valores que você julgou ser um dinheiro improdutivo. Mundão não gira, capota.

@faveladoinvest https://t.co/9XCS0674zL";0
"Operação de venda fechada com lucro de 235 pontos.
 
Comprando agora mini índice a 104550
 
#miniindice #ibov #daytrade";2
Chegou a hora de ganhar dinheiro! Rally vem aí! Ibov 120k em Janeiro! https://t.co/a3wIyQ9iOy;2
"""E daí, recuperar a arrecadação fiscal também, e reduzir o rombo fiscal. É um conjunto de políticas que é definida fora do Banco Central. O Banco Central é um instrumento""";1
@cafecomferri Se for Conga, Vara e Bradesco é venda. Primeiro peido que IBOV der, devolve tudo e mais um pouco;0
@cafecomferri Pessoa fisica mão de alface, quando o Ibov chegar a 150K eles vão comprar tudo de volta dos  gringos.;2
5 AÇÕES BARATAS | Como Ficar Rico Na Bolsa de Valores! Você só precisa encontrar a ação certa para começar a viver a vida que os ricos vivem!  https://t.co/8LmBkAlciK via @YouTube;2
@Giba_Fortes @f_alperowitch @famainvest Fiz minha dissertação sobre ESG, quando fui justificar o tema para minha orientadora, mostrei o histórico e a rentabilidade do fundo Fama. Muito bom!;2
@SophieLauder2 Vamos assunto a presidência do banco central quando?;1
@santander_br Foi um ótimo banco, até eu virar cliente Van Gogh e saber que a Central de atendimento, a gerente (nova) e a ouvidoria não falam a mesma língua.;0
@jubsncon e vamos de assumir a presidência do banco central 😂🤑;1
BR Distribuidora avalia entrada no mercado de comercialização de energia elétrica | Empresas | Valor Investe https://t.co/i98Bw41ilO;1
"Possível intervenção pelo Banco Central no câmbio gera debate no mercado
https://t.co/1hqSdeaMYm";0
@cafecomferri IBOV 150K ate Dez21;2
"Assista ao estudo do Ibovespa, Oibr3, Petr4, Cmig4, Bbas3, Bbdc4, Yduq3 e de vários outros papéis - Finance News 
https://t.co/9UqxMwdw0a
#ibov #petr4 #cmig4 #yduq3 #bbas3 #bbdc4 #itub4 #oibr3 #oibr4";1
"Independência do Banco Central
com Marco Rocha, Economista e professor do Instituto de Economia da Unicamp. Entrevista à jornalista Mariana Branco.

Segunda, às 16h.

https://t.co/ZGwnRHNxlJ
https://t.co/YezBa9avdx https://t.co/NONmOSD6Ot";1
A reforma administrativa não reduz os gastos públicos e nem aumenta a eficiência dos serviços públicos: apenas visa transferir dinheiro público para bolsos particulares. É a bolsa de valores e o Mercado Financeiro contra a saúde, a educação e demais serviços públicos essenciais. https://t.co/Lf2jXe9954;0
@tastefullbitch E vamos de presidência do banco central 🤝;1
@antzdote juntos assumem a presidência do banco central;1
@sepbiaa Presidas do banco central;1
Fechamento forte do IBOV. Semana que vem tem que romper essa consolidação para ir buscar o novo range que tem o alvo próximo aos 120K. https://t.co/nwBjth8toh;2
@GersonAbdon é o novo sistema de pagamento do banco central, meu amor;1
@amocatiros É bolsa de valores isso?;1
@emilysxz caralho a gnt vai assumir a presidência do banco central;1
"Então no fim eram os bancos que seguravam o IBOV . 
Fato !!";2
@ga_zanardi Presidencia do banco central😎;1
"Eu ABSOLUTAMENTE amo época de Comeback. Minha tml fica numa união só, a gente fica gritando metas que nem uns loucos, eu faço amigos novos que eu nem sabia que tinha como mutual kkkk. É uma loucura do caralho, me sinto na bolsa de valores gritando ""OS NÚMEROS SUBIRAM, CONTINUA!!""";2
Será que no passado, era de Lula e Bush, gringo veio comprar IBOV porque tinha medo de uma guerra nos EUA?;1
Desde o início da carteira eu estou com 41.68% de rentabilidade vs 6.69% do ibovespa no período;2
@kyunstellarr juntos assumem a presidencia do banco central kkkskka;1
"💵O que está acontecendo com a renda fixa?16% dos fundos DI tiveram rentabilidade negativa em outubro.
#rendafixa #selic #einvestidor

https://t.co/YKRJwNMWIk";0
@camaradeputados Quem deixa caducar MPS e não coloca projetos importantes para votação, é justamente esse cidadão, como ele mesmo disse, as pautas impostantes serão votadas somente o ano que vem, o senado aprovou a autonomia do banco central e esse ser disse que não tem pressa para pautar.;0
@renoirvieira Posta um histórico de rentabilidade aí do seu CF.;1
"• meu pai: corretor da bolsa de valores

• minha mãe: recepcionista

• eu: pretendo fazer psicologia

•meu coração: psicologia

• uma parte estranha de mim: design de interiores

• uma parte muito estranha de mim: naturologia https://t.co/5ZemaRj2JG";1
"FONTE DE RENDA RECORRENTE NA BOLSA DE VALORES NA PRÁTICA.
https://t.co/47mzBJ0Eo2 https://t.co/fK6hZ3qQXO";2
"7) Neste cenário, estamos em uma encruzilhada: a) ou o Banco Central aumenta taxa de juros pra conter a inflação e consequentemente deixa aquele país ainda mais endividado; b) ou deixa a inflação corroer o poder de compra da moeda e dos consumidores. Adivinha o que será feito? ☠️";0
@jukesart vamos assumir a presidência do Banco Central, ui ricas 💲💲💲;1
@blackbydior A gente ia ser dono do banco central, que?;1
A nova ferramenta do Banco Central está em fase de testes e começa a operar amplamente na próxima segunda-feira (16). https://t.co/Br2yMGX13F;1
"Se técnico do Flamengo equipara-se a fazer investimento na bolsa de valores do Brasil. Tem tudo pra dar certo, mas com a ""diretoria"" que tem, o risco e o fracasso são sempre maiores!!! @antoniotabet";1
"Isso aqui é o sinônimo da hipocrisia.

Contra o capitalismo no discurso.

Na vida real, reclamando de uma empresa internacional ter lhe causado prejuízo de milhares de reais, onde acompanha tudo como se fosse uma bolsa de valores, contando os lucros a cada minuto... https://t.co/fIjfHX9NxU";0
"Já se encontra disponível a gravação da entrevista com o Sócio-Diretor Aderson Gegler da Moinhos Investimentos na Rádio A Hora falando sobre ""Aplicações financeiras e bolsa de valores: o que saber antes de investir"" 📈 💰: https://t.co/0PDLCPiSJw";1
@Japaa_Here vamo assumir a presidência do banco central ou nem;1
@gab_knebel vamo assumi o banco central juntos gabi;1
@fracalixo Juntos assumem a presidência do banco central 🙏;1
@luvkimtaeri @jsukwang @stewarthings @iuplums @itsmunyeong @sacredhaein @zawcherr @lawyeji você é tudo. esse outro meme perfeito! me sinto um ladrão vendo o dinheiro do banco central;2
@thiventure @aa_lue Não se o Banco Central ou o fisco n ficar sabendo;0
@anaperdidinha A GENTE VAI ASSUMIR O BANCO CENTRAL MANAAA kkkkk;1
"Pra quem ta chegando agora aqui no perfil:

Meu nome é Murilo, tenho 25 anos e nasci na Favela do Jd João XXIII.

- Invisto desde 2015
- Sou sócio de 8 empresas na Bolsa de Valores.
- Sou dono indiretamente de 20 imoveis pela Bolsa de Valores. https://t.co/ERDslxH2dO";2
"IBOV Diário está no teto do Fibo Dinâmico, se esticar, 109500 vai ficar dando oi para ele. Catching_Trends e Fibo estático mostram força e uma barra interna. Em tendências, o rompimento dessa barra em direção da tendência é o mais comum. Indicadores ainda mostram ""Fique comprado"" https://t.co/ufNL6FyJgo";2
@jeysonmaia O Globo: (3 min) Banco Central propõe norma para facilitar transferências pessoais ao exterior https://t.co/ahMJ245q68;2
"É amigos... agora sou um investidor na B3

~ aqueles que mal começou, e já tá querendo usar os termos técnicos hahaha “B3” significa “bolsa de valores” aqui no Brasil ✌🏻

Aprendi com o @ThiagoNigro hehe";2
@jeonsfmv assumimos a presidência do banco central;1
Bolsa de Valores interrompe sequência e fecha em queda de 0,25% https://t.co/FmAuw6Ykev;0
@trnntllr tá doido, a pessoa precisa ser dona do banco central kkkkkkkkkk;1
@misscancelament E vamo de assumir o banco central;1
"Projeto aprovado pelo Senado que prevê autonomia do Banco Central chega à Câmara

O presidente do BC continuará sendo indicado pelo presidente da República e sabatinado no Senado.
Acesse https://t.co/DXpnxwJErW

(Foto: Divulgação - DP) #JDPGeral https://t.co/P1X0wxqDaW";1
@iaxrio e vamos de presidência do banco central amor;1
@marciokroehn E como estamos falando de rentabilidade passada, não é recomendação;1
Poderia o Banco Central fazer “afrouxamento quantitativo”?, analisa Otaviano Canuto https://t.co/oZPP9yTBM8 via @Poder360 @ocanuto;1
"É rentabilidade que você quer @? 
Com rentabilidade semestral de 57,69% (dado do mais retorno), nosso fundo Voyager ocupa a sexta posição do ranking melhores fundos multimercado produzido pela plataforma Mais Retorno. https://t.co/9t4AUHpVjn";2
@mayumeisabellaa juntos assumem a presidência do banco central 😎;1
@AlfredoMenezes6 O IBOV futuro tem variado muito pouco o número de cts do gringo e perto do zero. Não consigo ver ainda essa reversão....;2
"@fatorinhaaa Plmds Maria, vem me pedir moletom da jordan KKKKKKKKKKKK
Tá me achando com cara de loja ou banco central nn é possível";0
desiste logo trump puta q pariu cara a bolsa de valores ja ta na merda pls para deposite seu F para o dolar descer o preço https://t.co/LpyVzfNgGE;2
"@Taylor_Guins juntos assumem a presidência do banco central

vamo😎";1
A grave advertência não é só de Maia, já veio do Banco Central, Tesouro e da equipe econômica: sem uma sinalização de equilíbrio fiscal e ajuste das contas públicas, a inflação dispara e, junto com ela, os juros de longo prazo.;0
@yeonloves_txt Juntos assumem a presidência do Banco Central kkkkkkkkk;1
@Easynvest calculem minha rentabilidade poxa, desde o dia 3 ta la parado https://t.co/gV9Pv0MEuH;0
"As ações fora do IBOV que são boas oportunidades para os investidores.
Confira no @EInvestidor https://t.co/bnsTwdJIiB";2
De todas as lições que a bolsa de valores me trouxe é de não me tornar um mero torcedor, mas sim investidor por essência. Ser torcedor de empresa pode nos levar a correr o risco da ruína, por isso é importantíssimo analisar os relatórios trimestrais com racionalidade.;2
"@Cacomaia Mas vou te fazer uma pergunta? E se conseguir ou puder responder, agradeço! Risos!
Causas para possível queda do IBOV: Aumento do n de infectados por COVID-19! Porém, acho que teremos menor n de infectados e de letalidade e não acho que haverá lockdown.";0
@immaktus @Thiagolas15 @garthskkkk @jovensreacinhas Eles não investe em nada? Tu é burro? Vai dizer que eles deixam o dinheiro na poupança? Mano os cara investe em renda fixa e variável em imóveis em empresas e outras coisas? Você morar em que mundo?;0
@bndes A Caixa Econômica Federal só libera dinheiro p/quem ñ tinha operação de crédito com ela. Se vc tiver uma operação com taxa de juros de mercado, vc não consegue fazer uma operação com os juros reduzidos do BNDES. A rentabilidade cairia e os gerentes perdem participação nos lucros.;0
@urubullish @FelipePontesPB 🤣🤣🤣🤣🤣🤣 14 anos apanhando em renda variável! A vida cobra!!;0
crl aq em csa virou banco central agr??? 🤨🤨;1
"@eugomex Presidência do Banco Central 
União🤝🤝";1
coisa boa acordar com +1 salário só em lucro das ações.  não trabalho fazem 10 anos juntando dinheiro à toa.  fica de olho ibov;2
Cogna, B3, Oi, Natura, Sabesp, construtoras e mais: veja destaques de empresas https://t.co/wfgXtZL9Fd;1
@dlu4roc E vamos de assumir a presidência do banco central kkkkkkkkkkk;1
o celta tá valorizado, coudet optou pela bolsa de valores 🚗;2
Algum capricorniano on pra formar uma parceria e assumir o banco central? https://t.co/Nf0j2nhy53;1
@yngcouto Juntos vamos assumir a presidência do banco central;1
@MarianaTanaka5 Amig juntas podemos assumir o banco central 😍😍😍😍;1
São Martinho: Lucro líquido subiu 169,4% no 2º trimestre de 2020/21, a R$ 331,9 milhões | Empresas | Valor Investe https://t.co/AS1maZqwhE;2
"@viiuellen Obrigado, meu amor! Ainda preciso aprender muito sobre investimentos. 
Tau precisa saber que baixo risco e muita rentabilidade não andam de mãos dadas";2
@Femmatias Vamos ter que assumir a presidência do Banco Central;1
Brasil: Banco Central diz que aumentou incerteza sobre retomada da economia https://t.co/A6hDz11D8P via @pd_twitt;0
@tatadtrem felizmente presidentes do banco central;1
🗓  Vem aí a Semana Nacional de Educação Financeira! Para ir entrando no clima, participe do webinário “Histórias de vida e ideias para a Semana Enef 2020”, uma parceria do Sistema OCB com o Banco Central do Brasil. ✍ Acesse:  https://t.co/QMybmBEBAu https://t.co/R2BvLSxCJG;1
O presidente do Banco Central. Roberto Campos Neto, participa, a partir das 9h, de reunião do Board of Directors, promovida pelo Banco de Compensações Internacionais (BIS), via videoconferência. A diretora Fernanda Nechio (Assuntos Internacionais) participa.;1
"Crise? Bolsa de valores tem ‘boom’ de estreias em 2020

https://t.co/NqNJwsGyzQ #Destaque #2020 #Acoes #B3 #Bolsa #BolsaDeValores #IPO #IPOs #Mercado #MercadoDeAcoes #Petz #Ro";2
@solarpallet vamo assumir a presidência do banco central vamo?? antes q a gente caia do top 10 das economias mundiais hehehe (se bem q vamos né);1
"Gráfico comparativo: #iBov candles; #USDBRL #dollar #dolar linha vermelha - 60', 15', diário, semanal e mensal #ibovespa #bolsadevalores  #Cambio https://t.co/6M2X1V9e08";1
"Entre 3 e 12/11, no ""soft opening"" do Pix, foram feitas 826 mil transações totalizando R$ 325 milhões, segundo a Febraban. De acordo com o Banco Central, já foram cadastradas 69,5 milhões de chaves Pix — a mais popular é o CPF, com 25,4 milhões de chaves.

https://t.co/IQSRBcG9I4";1
@Andr3zimX Eu não sou bolsa de valores;0
"@heliomdoyle ""Centro puro"" é o que não tem pauta ideológica ou mesmo programática nenhuma. Todos os acordos são orientados para a maior rentabilidade.";0
Mercado Livre recebe licença do Banco Central para atuar como instituição financeira https://t.co/2qZ889iQBP via @PortalN10;1
@nanawantsacrack eu eh q nao vo da moral pra mano q fala de bolsa de valores;0
Pandemia faz rentabilidade de empresas do Brasil retroceder 11 anos https://t.co/Otf3d4M0JD;0
Banco Central Europeu discutirá nova meta de inflação na próxima semana, diz Rehn https://t.co/WLUdgWVBOy  #internacional #baancos #bancocentraleuropeu;1
@folklorefelipe o tempo que vc levou fazendo esse tweet poderia estar investindo 10 reais na bolsa de valores, amanhã já teria 2 milhões e vc poderia comprar uma casa ao invés de reclamar 🥰;0
@spinisblainers juntos assumem a presidência do banco central gostei;1
@mitglow bora assumir a presidência do banco central;1
".
E os banqueiros Dealers de Manhattan mandando o gado berrar PRIVATIZA TUDO

(O esquema dos banqueiros internacionais infiltrados no Tesouro Nacional, Banco Central e Receita Federal do Brasil):
https://t.co/bT5LW87AC2
. https://t.co/yjPaUjNf36";0
@adilsonsantosft @AloBradesco @Bradesco Boa tarde, Adilson! Sugerimos que registre reclamação no SAC da instituição, na Ouvidoria e no Banco Central, através do telefone 145.;1
Pra onde eu vou tem algum banco pedindo pra eu criar minha chave para o Pix. Eu odeio o Banco Central desde já.;0
"Selic: 2% 
Poupança: 1,4% 
Inflação: 3,14%
Até o mais conservador desse mundo deveria ter parte da carteira em renda variável. https://t.co/8HNXWniBJv";2
@AustinColdSton3 @DolarBipolar Em relação a bolsa de valores , a maioria dos investidores grandes sairam de muitas posições retirando muito dinheiro do mercado e deixando de investir . Com o fim das eleições e a notícia da vacina da pifizer ( que ameniza os ânimos em relação as nova onde de corona virus ) o +;2
@reisbrina @Bradesco Banco Central, é o banco que cuida da política econômica. É tipo o banco que cuida dos bancos;1
"@augstopereira @falanext então... não dá pra criar uma chave assim, quem cria a chave do Pix é o banco central e a chave é um conjunto de números, letras e símbolos gerados aleatoriamente

aí voce pode usar ela pra receber sem precisar informar os seus dados pessoais :)";1
@OgroWallSt Ibov +7% hj;2
@Ricamconsult E o ibov 200 k quando ??????🤣🤣🤣🤣🤣🤣;2
Por favor, Banco Central, é pedir demais colocar os datasets como .dta? Por que você tortura a gente com csvs tão problemáticos com encoding? Poupa nosso tempo aew;0
@renoirvieira @Leandro00207875 @rbreia Com a covid mercado precifica uma inadimplência grande nos bancos, que uma taxa de juros menor também diminuiria o spread ou não? Agora no btg não se precifica nada disso ainda se precifica um crescimento de investimento em renda variável;2
bolsa de valores bate record e fecha em alta na venda de votos neste domingo;2
@celsoanton Você acha MESMO que uma decisão de Banco Central está restrita a UMA pessoa?;1
"qual nossa combinação? 
(educados respondam) 

@_fonseca93 quero assumir  o banco central logo https://t.co/rfEs5K3aoH https://t.co/hdqZSEtvRO";1
"Fechando o dia, como na bolsa de valores ...
Vontade de sair: em baixa
Custo de fecar em casa: tédio
Depressão: em alta
Rolê fds: sem previsão
Previsão p a próxima semana: td em dobro, mas uma grande crescente p a depressão... Crescimento contínuo e desenfreado
Boa noite...";0
@cafecomferri Como tá o ibov dolarizado?;1
@norulesgirl @malafaia_7 @isabelablima Nossa Ibov infelizmente e muito amadora ainda . E quem se fode são sempre os PF .;0
A vergonha aqui é por metro....Banco Central já foi respeitado. https://t.co/7zhHuxuQMP;1
@parrlson e vamo de presidência do banco central;0
@Denzomilde Caramba, tu nunca chorou? Só chora quando tem circuit breaker na bolsa de valores né seu burguês sem humildade;0
@anazantut_ Vamos presidir o banco central hahahahaha ânimo haha;1
"@AvelinoGndara2 @Estadao @EstadaoPolitica Brasil a metade tem conciência de classe e sabe q não pertence ao pacote q ganha 200 mil por minuto na bolsa de valores. A outra metade pensa que é da ""zelite"" só pq ganha até 5 mil por mês ou tem um boteco na esquina, ou seja, pobre de direita, direita burra e direitaPATO 😂";0
@simoooes_ bora assumir a presidencia do banco central e fica rico ?;1
@NicoleZayat Juntos assumem a presidência do banco central;1
@brazilianequity Rally louco no ibov , maioria de fora. 6 dias de alta, um flat, um cai. Agora já começam os profetas do eu avisei, vai dar tudo errado. O que acha gusma? Você q n tem rabo preso. Abs @brazilianequity;2
@Vitor__RJ O grande problema é que o banco central saberá exatamente todos seus passos financeiros, mas acho que isso eles já fazem desde sempre.;0
@sunhossler Juntos assumem o banco central;1
@jim_ibov Carninha 19.10 kkkkkk;1
"@solarpallet juntos assumem a presidência do Banco Central 
#AFazenda12 #AFazenda2020 #follotrick #FolloForFolloBack #sdv #followtrick #EXO #BAEKHYUN𓃥 @weareoneEXO
https://t.co/vSp5ce8Ssi";1
"ainda fico rico com bolsa de valores
salva esse tweet";2
@daasaraah vamo assumir o banco central quando?;1
"Acho que tem corona nessa house
Todos tossindo e cansando 
😪😷
Se corona fosse dinheiro, esse condomínio seria o banco central";0
A bolsa de valores assim como a renda fixa são instrumentos de acumulação de capital que vão gerar renda. Você tem que trabalhar e com seu aporte suado investir. Entenda tb q o dinheiro que vc investe em bolsa tem que ser um dinheiro q vc não vai precisar tão cedo na sua vida;2
A política para lascar os velhinhos aposentados do Banco Central começou com este canalha FHC dividindo o Banca .Este merda continua dando pitaco na política peste !!;0
Veja como foi a 1° hora no futuro #WINZ20 #INDZ20 https://t.co/igTuQFHbdP https://t.co/0uXP8mJDvp;1
@wanderlua_ Vamos assumir o controle do banco central e pegar todo o dinheiro;1
@_rschweitzer a cvm podia fiscalizar o abuso na taxa de cheque especial também...investidor com conhecimento de renda variável que segue ideia de influencer é brabo...;0
Chega de #Diquinha Chega de #FalsasPromessas ... Estudem, dediquem-se ... #fintwit #BOVESPA #Ibov #bolsadevalores #FintwitBR https://t.co/wYT7Y4ZBaR;2
"aquisição de casa/apartamento, pagar estudos dos filhos, fazer uma viagem pro exterior, etc.

Sabendo onde quer chegar fica mais fácil de definir que tipo de ativo procurar: renda fixa/variável, prazo curto/longo, liquidez baixa/alta, risco baixo/alto, etc.";2
@iohanabuss_ Quero saber quando vamos assumir a presidência do Banco Central hahaha só assim pra gente conseguir sair mais vezes juntas;1
@jiminlipz juntos assumem a presidência do banco central;1
"Anúncio publicitário = a.k.a. aumentar o valor da ação. A corrida da vacina tem um grande impacto na especulação de bolsa de valores. Olha a diferença da cotação (em reais) entre sexta e com a ""publicidade"" de hoje. https://t.co/R6XU8iaNtT https://t.co/4re7sYatEG";2
"Sabadou!!! Não quero desculpas de que tá frio e não precisa tomar banho... Hoje é dia!!! 
Não esquece de lavar entre 
 🐤 e o 👌🏼, pra na hora do comékixama não arder os zói da morena.
Me chama de bolsa de valores e investe em miiiimmm bebeee!!!";2
@CaioAugstOR Exato! VALE3, ITUB4, PETR4, PETR3 e BBDC4 e temos 31% do peso do IBOV!;1
@luisaruffi Bolsa de valores  . Cuidado para não investir  errado .;0
@EusebioCirrus @__NMCS__ @Ritaeducamassas Concordo Eusebio, mas bem me lembro do tema que tive quando decidi subir preços (apesar de não ter sido a totalidade dos 10%) para não ter um impacto total na rentabilidade final.;1
"@user897654321 SOPHIA KKKKKKKKKK eu fui ver o canal dele e era tipo: ""não importa sua cor, seu gênero, sua classe social, INVISTA NA BOLSA DE VALORES""";2
"melhor q o menino do vídeo ""do minecraft até a bolsa de valores"" https://t.co/TPm9l6o4go";2
@laliwise juntos assumem a presidência do banco central;1
@maahvlt tamo perdendo tempo bora pra presidência do banco central;1
@vivialbwquerque juntos assumem a presidência do banco central;1
@VCh4gas juntos assumem a presidência do banco central 🤩;1
#MercadoFinanceiro: Dólar à vista caía 2,36%, a R$ 5,26 https://t.co/w7ywAeSL4Q;2
A Nova Área de #Pudong costumava ser uma das áreas menos desenvolvidas de #Xangai, #China, mas agora é o motor do desenvolvimento econômico da cidade. Dê uma olhada na mudança que aconteceu na Bolsa de Valores de Xangai nesta área. https://t.co/wUgGKSmBya;2
@ttdacatherine Presidência do banco central;1
"@hubertpaulo @mgaldino @RodZeidan Faz uma comparação entre os dois, escolhe uma rentabilidade qualquer e avalia em quanto tempo quem ganha 15 precisa para ter o mesmo patrimônio que quem tem 1milhão e recebe 2. Ganhar 15 continua mais seguro pras rentabilidades ""comuns""";1
@storyofmylouist falar sobre o suicido de juscelino kubitscheck ou a quebra da bolsa de valores de 1929 acho bem relevante;0
O @Pedro07PH_ tá completamente descompensado da cabeça com negócio de bolsa de valores e mercado. Cuidado para não ter um AVC, amigo. 🏄🏼‍♂️;0
"acaba bem no dia da quebra da bolsa de valores aaaaa

que a 4a temporada não demore, amém 🙏🏻 https://t.co/DegODhN1Eb";2
@einnijks juntos assumem a presidência do banco central;1
Comunidade Value Investing Roberto Coutinho - Comunidade Value Investing Roberto Coutinho Nesse curso você irá aprender tudo o que você precisa para sobre a filosofia mais vencedora da bolsa de valores e se tornar um investidor fora de série.... https://t.co/T9aXZKDFmQ;2
@paola_hrr Juntas assumimos o banco central;1
@timeneon Devolvam o dinheiro roubado, já to abrindo uma reclamação no banco central;0
Veja como foi a 1° hora no futuro #WINZ20 #INDZ20 https://t.co/igTuQFHbdP https://t.co/tEPUG9NnnG;1
New post in Wisir Research / Investimentos e Mercado de Ações: A atividade econômica no Brasil subiu 1,3% com ajuste sazonal em setembro, indicador do banco central mostrou na sexta-feira, mais do que 1,0% projetado em pesquisa da Reuters com economistas… https://t.co/vsbeJUGRqo;2
@JaspionRedPill Acho q brasileiro tinha q sentar o dedo em cosias mais úteis como pedindo a autonomia do banco central ou indignado q o Kassio Nunes votou pra tirar a Lava Jato do Rio das mãos do Bretas ou do projeto de lei q vai enterrar o combate à corrupção no Brasil na Câmara. Prioridades...;0
"To magoado que eu fiquei só assistindo essa alta do IBOV...

Mas eis a pergunta, se entrar agora é topo?

😤😤😤";2
Apesar desse efeito pontual, a percepção no mercado é que números ao redor de 20% ficaram para trás. https://t.co/8gX9mQdGun;2
@marianajkk vamo pegar todo o dinheiro do banco central e fazer trade de arrastar pra cima;1
@luisroquette Muitos fundos querem subir nos rankings de rentabilidade e precisam defender o papel e sua história de sucesso, devido a sua alta exposição. As pessoas físicas sim são atraídas pela euforia e não sabem avaliar se o preço está barato ou caro, compram a história das redes.;0
eita! queda na autoestima e bolsa de valores entra em depressão: ao que parece foi culpa de todos os nctzens serem lindos e eu não 😢;0
@perritaauau Vamo assumir o banco central mo;1
@naguiar o psg tem um defesa central que não é nada mau, um tal de danilo. infelizmente o tipo é fraquinho no meio campo, mas como só temos um tal de Rúben Neves no banco ele tem de desenrascar ali.;1
"@waldoyyz @RicardoJorge_RJ @sgoldenstein É o deságio sobre o preço.
Que em última instância reverte para rentabilidade adicional sobre a selic";2
Trump perde e ameaça, Bolsonaro perde. 01 denunciado. Banco Central autô... https://t.co/O4lKPuWZmv via @YouTube;1
"🔑 Cadastro Chaves Pix 

Em outubro, o registro das chaves do Pix foi liberado pelo Banco Central. E toda a ansiedade para realizar o cadastro precisa de certos cuidados. Criminosos já começaram a aplicar golpes na internet, usando o Pix para roubar os dados dos usuários.";1
"Meu pai: vou trocar sua moto numa custom para mim 
Eu: vou vender a moto e aplicar o dinheiro em renda variável";2
Depois da eleição de Joe Biden para presidente dos Estados Unidos, a bolsa de valores norte-americana não pára de subir. Esta manhã, os futuros dos índices norte-americanos estão a subir mais de 1,5%. Os principais índices bolsistas europeus também registam fortes subidas. https://t.co/QjwHOUKeCK;2
@AGazetaES MOSTRAR otimismo né???!!! ou a covid tá vvoltando???? qual a solução??? vamos salvar o verão??? ou liberar??? enquanto amapá, vendendo banco central, enquanto querem privatizar a eletrobrásss e ficam em silêncio sobre o CRIME que ocorre no amapá!!!;0
"Aproveitando a semana das eleições 
quero te fala que sou candidata
ao amor da tua vida
o q adianta vc ter duas mãos se não 
vai usar nenhuma p me fazer cafuné 

me chama de bolsa de valores e
investe em mim bb 

n quer namora comigo?blz não posso te obriga a ser feliz
Mamãe (MR)";2
"Aliansce registra lucro de R$ 24,1 milhões no 3º trimestre
https://t.co/VVmePt4GoI";2
"3R Petroleum fecha em queda de 0,05% em dia de estreia na B3
https://t.co/9CyINDvQVB";0
"E ninguém entendeu nada...

Mas acho que o Ibov está falando por si 

Bom de operar mercado americano na veia é isso, algumas coisas antecipam https://t.co/m0zPb7TAMz";2
A volta da inflação. Uma preocupação a mais para os brasileiros. Assunto do #podcast de @renataloprete com Affonso Celso Pastore, ex-presidente do Banco Central. Excelente! https://t.co/scY9GpqoSw;0
eu analisando a variação dos preços dos livros da amazon como se fosse a bolsa de valores;1
tirei 450$ de lucro da bolsa de valores, acho que paguei minha viagem pra praia 🙏🏻;2
Comecei a ver um vídeo aqui mais técnico sobre renda variável e putz, o caminho é longo;0
Ehhh vida, a bolsa de valores só subindo e o dólar caindo.. obrigado EUA 🙏🙏🙏;2
"@Desiludidofuu @oatila Um índice da bolsa de valores (S&amp;P500). A propósito: https://t.co/B9TAxistcq";1
"@MichaelAncap @ancap_alpha Juros zero ou negativo?
Banco central intervencionista é uma beleza né? https://t.co/XnaMxtW4Xm";0
"IBOV -2,40%

BTOW3 (muito lucrativa) +1,60%

WEGE3 (muito barata) +0,10%";0
A bolsa de valores abre a semana em alta, com destaque para as ações da Fêmea. https://t.co/uAXQYsvg7r;2
@slythepottar vamos assumir a presidência do banco central 😎;1
@PlanetHobi Bora assumir a presidencia do Banco Central.;1
@Loriemdc juntos assumem a presidência do banco central😎;1
"Gerdau diz que está trabalhando com estoques baixos e espera regularizar em 2021
https://t.co/stxMeqs88L";0
